strategy,entry_ts,exit_ts,side,entry_price,exit_price,net_pnl,outcome,bars_held_minutes
regime,2024-04-08T23:20:00+00:00,2024-04-08T23:42:00+00:00,buy,5256.75,5255.75,-24.96,stop,22
regime,2024-04-08T23:24:00+00:00,2024-04-08T23:42:00+00:00,buy,5256.5,5255.75,-24.95,stop,18
regime,2024-04-08T23:28:00+00:00,2024-04-08T23:42:00+00:00,buy,5256.25,5255.5,-19.96,stop,14
regime,2024-04-08T23:30:00+00:00,2024-04-08T23:42:00+00:00,buy,5257.0,5256.0,-24.96,stop,12
regime,2024-04-08T23:30:00+00:00,2024-04-08T23:42:00+00:00,buy,5257.0,5256.0,-24.96,stop,12
regime,2024-04-08T23:36:00+00:00,2024-04-08T23:42:00+00:00,buy,5256.5,5255.5,-24.96,stop,6
regime,2024-04-08T23:40:00+00:00,2024-04-08T23:42:00+00:00,buy,5256.75,5256.0,-24.95,stop,2
regime,2024-04-08T23:34:00+00:00,2024-04-08T23:48:00+00:00,sell,5256.5,5257.5,-24.96,stop,14
regime,2024-04-08T23:38:00+00:00,2024-04-08T23:48:00+00:00,sell,5256.75,5257.5,-19.96,stop,10
regime,2024-04-08T23:42:00+00:00,2024-04-08T23:48:00+00:00,buy,5255.75,5257.5,22.53,target,6
regime,2024-04-08T23:44:00+00:00,2024-04-08T23:54:00+00:00,buy,5257.0,5255.75,-22.47,stop,10
regime,2024-04-08T23:46:00+00:00,2024-04-08T23:54:00+00:00,buy,5256.75,5255.75,-18.72,stop,8
regime,2024-04-08T22:04:00+00:00,2024-04-08T23:56:00+00:00,sell,5258.0,5255.0,27.52,target,112
regime,2024-04-08T23:48:00+00:00,2024-04-08T23:56:00+00:00,sell,5257.0,5255.25,22.53,target,8
regime,2024-04-08T23:52:00+00:00,2024-04-08T23:56:00+00:00,buy,5256.25,5255.25,-24.96,stop,4
regime,2024-04-08T23:56:00+00:00,2024-04-09T00:00:00+00:00,sell,5255.25,5256.25,-18.72,stop,4
regime,2024-04-08T23:50:00+00:00,2024-04-09T00:04:00+00:00,sell,5256.5,5254.75,22.53,target,14
regime,2024-04-08T23:54:00+00:00,2024-04-09T00:04:00+00:00,buy,5255.75,5254.75,-24.96,stop,10
regime,2024-04-08T23:58:00+00:00,2024-04-09T00:04:00+00:00,buy,5255.25,5254.25,-24.96,stop,6
regime,2024-04-09T00:00:00+00:00,2024-04-09T00:04:00+00:00,sell,5256.0,5254.0,26.28,target,4
regime,2024-04-09T00:02:00+00:00,2024-04-09T00:30:00+00:00,sell,5255.5,5253.25,30.03,target,28
regime,2024-04-09T00:06:00+00:00,2024-04-09T00:30:00+00:00,buy,5254.75,5253.25,-17.48,stop,24
regime,2024-04-09T00:10:00+00:00,2024-04-09T00:30:00+00:00,buy,5255.0,5253.5,-17.48,stop,20
regime,2024-04-09T00:10:00+00:00,2024-04-09T00:30:00+00:00,buy,5255.0,5253.5,-17.48,stop,20
regime,2024-04-09T00:22:00+00:00,2024-04-09T00:30:00+00:00,buy,5254.5,5253.25,-22.47,stop,8
regime,2024-04-09T00:24:00+00:00,2024-04-09T00:30:00+00:00,sell,5254.75,5253.0,22.53,target,6
regime,2024-04-09T00:28:00+00:00,2024-04-09T00:34:00+00:00,sell,5253.75,5254.75,-24.96,stop,6
regime,2024-04-09T00:20:00+00:00,2024-04-09T00:36:00+00:00,sell,5254.0,5255.25,-22.47,stop,16
regime,2024-04-09T00:32:00+00:00,2024-04-09T00:54:00+00:00,buy,5254.25,5253.25,-24.96,stop,22
regime,2024-04-09T00:36:00+00:00,2024-04-09T00:54:00+00:00,sell,5255.0,5253.25,22.53,target,18
regime,2024-04-09T00:58:00+00:00,2024-04-09T01:02:00+00:00,sell,5253.5,5254.5,-24.96,stop,4
regime,2024-04-09T00:34:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.75,5255.75,-18.72,stop,56
regime,2024-04-09T00:38:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.5,5255.75,-22.47,stop,52
regime,2024-04-09T00:56:00+00:00,2024-04-09T01:30:00+00:00,buy,5254.0,5255.5,25.04,target,34
regime,2024-04-09T01:00:00+00:00,2024-04-09T01:30:00+00:00,buy,5253.75,5255.25,25.04,target,30
regime,2024-04-09T01:02:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.5,5255.5,-24.96,stop,28
regime,2024-04-09T01:04:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.0,5255.0,-24.96,stop,26
regime,2024-04-09T01:06:00+00:00,2024-04-09T01:30:00+00:00,buy,5253.5,5255.0,25.04,target,24
regime,2024-04-09T01:08:00+00:00,2024-04-09T01:30:00+00:00,sell,5253.5,5254.5,-24.96,stop,22
regime,2024-04-09T01:00:00+00:00,2024-04-09T01:30:00+00:00,buy,5253.75,5255.25,25.04,target,30
regime,2024-04-09T01:12:00+00:00,2024-04-09T01:30:00+00:00,sell,5253.75,5254.75,-24.96,stop,18
regime,2024-04-09T01:06:00+00:00,2024-04-09T01:30:00+00:00,buy,5253.5,5255.0,25.04,target,24
